name,album,media_type,genre,composer,milliseconds,bytes,unitprice,tracks_sold,artist,file
Garotas do Brasil,29,1,9,"Garay, Ricardo Engels/Luca Predabom/Ludwig, Carlos Henrique/Maurício Vieira",210155,6973625,0.99,0,29,
Levada do Amor (Ailoviu),29,1,9,Luiz Wanderley/Paulo Levi,190093,6457752,0.99,1,29,
Lavadeira,29,1,9,"Do Vale, Valverde/Gal Oliveira/Luciano Pinto",214256,7254147,0.99,1,29,
Reboladeira,29,1,9,Cal Adan/Ferrugem/Julinho Carioca/Tríona Ní Dhomhnaill,210599,7027525,0.99,0,29,
É que Nessa Encarnação Eu Nasci Manga,29,1,9,Lucina/Luli,196519,6568081,0.99,0,29,
Reggae Tchan,29,1,9,"Cal Adan/Del Rey, Tension/Edu Casanova",206654,6931328,0.99,1,29,
My Love,29,1,9,Jauperi/Zeu Góes,203493,6772813,0.99,1,29,
Latinha de Cerveja,29,1,9,Adriano Bernandes/Edmar Neves,166687,5532564,0.99,0,29,
You Shook Me,30,1,1,J B Lenoir/Willie Dixon,315951,10249958,0.99,0,30,
I Can't Quit You Baby,30,1,1,Willie Dixon,263836,8581414,0.99,0,30,
Communication Breakdown,30,1,1,Jimmy Page/John Bonham/John Paul Jones,192653,6287257,0.99,1,30,
Dazed and Confused,30,1,1,Jimmy Page,401920,13035765,0.99,1,30,
The Girl I Love She Got Long Black Wavy Hair,30,1,1,Jimmy Page/John Bonham/John Estes/John Paul Jones/Robert Plant,183327,5995686,0.99,0,30,
What is and Should Never Be,30,1,1,Jimmy Page/Robert Plant,260675,8497116,0.99,0,30,
Communication Breakdown(2),30,1,1,Jimmy Page/John Bonham/John Paul Jones,161149,5261022,0.99,1,30,
Travelling Riverside Blues,30,1,1,Jimmy Page/Robert Johnson/Robert Plant,312032,10232581,0.99,1,30,
Whole Lotta Love,30,1,1,Jimmy Page/John Bonham/John Paul Jones/Robert Plant/Willie Dixon,373394,12258175,0.99,0,30,
Somethin' Else,30,1,1,Bob Cochran/Sharon Sheeley,127869,4165650,0.99,0,30,
Communication Breakdown(3),30,1,1,Jimmy Page/John Bonham/John Paul Jones,185260,6041133,0.99,0,30,
I Can't Quit You Baby(2),30,1,1,Willie Dixon,380551,12377615,0.99,1,30,
You Shook Me(2),30,1,1,J B Lenoir/Willie Dixon,619467,20138673,0.99,1,30,
How Many More Times,30,1,1,Chester Burnett/Jimmy Page/John Bonham/John Paul Jones/Robert Plant,711836,23092953,0.99,0,30,
Debra Kadabra,31,1,1,Frank Zappa,234553,7649679,0.99,0,31,
Carolina Hard-Core Ecstasy,31,1,1,Frank Zappa,359680,11731061,0.99,1,31,
Sam With The Showing Scalp Flat Top,31,1,1,Don Van Vliet,171284,5572993,0.99,1,31,
Poofter's Froth Wyoming Plans Ahead,31,1,1,Frank Zappa,183902,6007019,0.99,0,31,
200 Years Old,31,1,1,Frank Zappa,272561,8912465,0.99,0,31,
Cucamonga,31,1,1,Frank Zappa,144483,4728586,0.99,0,31,
Advance Romance,31,1,1,Frank Zappa,677694,22080051,0.99,1,31,
Man With The Woman Head,31,1,1,Don Van Vliet,88894,2922044,0.99,1,31,
Muffin Man,31,1,1,Frank Zappa,332878,10891682,0.99,0,31,
Vai-Vai 2001,32,1,10,,276349,9402241,0.99,0,32,
X-9 2001,32,1,10,,273920,9310370,0.99,1,32,
Gavioes 2001,32,1,10,,282723,9616640,0.99,1,32,
Nene 2001,32,1,10,,284969,9694508,0.99,0,32,
Rosas De Ouro 2001,32,1,10,,284342,9721084,0.99,0,32,
Mocidade Alegre 2001,32,1,10,,282488,9599937,0.99,0,32,
Camisa Verde 2001,32,1,10,,283454,9633755,0.99,1,32,
Leandro De Itaquera 2001,32,1,10,,274808,9451845,0.99,1,32,
Tucuruvi 2001,32,1,10,,287921,9883335,0.99,0,32,
Aguia De Ouro 2001,32,1,10,,284160,9698729,0.99,0,32,
Ipiranga 2001,32,1,10,,248293,8522591,0.99,1,32,
Morro Da Casa Verde 2001,32,1,10,,284708,9718778,0.99,1,32,
Perola Negra 2001,32,1,10,,281626,9619196,0.99,0,32,
Sao Lucas 2001,32,1,10,,296254,10020122,0.99,0,32,
Guanabara,33,1,7,Marcos Valle,247614,8499591,0.99,0,33,
Mas Que Nada,33,1,7,Jorge Ben,248398,8255254,0.99,1,33,
Vôo Sobre o Horizonte,33,1,7,J.r.Bertami/Parana,225097,7528825,0.99,1,33,
A Paz,33,1,7,Donato/Gilberto Gil,263183,8619173,0.99,0,33,
Wave (Vou te Contar),33,1,7,Antonio Carlos Jobim,271647,9057557,0.99,0,33,
Água de Beber,33,1,7,Antonio Carlos Jobim/Vinicius de Moraes,146677,4866476,0.99,1,33,
Samba da Bençaco,33,1,7,Baden Powell/Vinicius de Moraes,282200,9440676,0.99,1,33,
Pode Parar,33,1,7,Jorge Vercilo/Jota Maranhao,179408,6046678,0.99,0,33,
Menino do Rio,33,1,7,Caetano Veloso,262713,8737489,0.99,0,33,
Ando Meio Desligado,33,1,7,Caetano Veloso,195813,6547648,0.99,0,33,
Mistério da Raça,33,1,7,Luiz Melodia/Ricardo Augusto,184320,6191752,0.99,1,33,
All Star,33,1,7,Nando Reis,176326,5891697,0.99,1,33,
Menina Bonita,33,1,7,Alexandre Brazil/Pedro Luis/Rodrigo Cabelo,237087,7938246,0.99,0,33,
Pescador de Ilusões,33,1,7,Macelo Yuka/O Rappa,245524,8267067,0.99,0,33,
À Vontade (Live Mix),33,1,7,Bombom/Ed Motta,180636,5972430,0.99,0,33,
Maria Fumaça,33,1,7,Luiz Carlos/Oberdan,141008,4743149,0.99,1,33,
Sambassim (dj patife remix),33,1,7,Alba Carvalho/Fernando Porto,213655,7243166,0.99,0,33,
Garota De Ipanema,34,1,7,Vários,279536,9141343,0.99,0,34,
Tim Tim Por Tim Tim,34,1,7,Vários,213237,7143328,0.99,0,34,
Tarde Em Itapoã,34,1,7,Vários,313704,10344491,0.99,2,34,
Tanto Tempo,34,1,7,Vários,170292,5572240,0.99,2,34,
Eu Vim Da Bahia - Live,34,1,7,Vários,157988,5115428,0.99,1,34,
Alô Alô Marciano,34,1,7,Vários,238106,8013065,0.99,0,34,
Linha Do Horizonte,34,1,7,Vários,279484,9275929,0.99,1,34,
Only A Dream In Rio,34,1,7,Vários,371356,12192989,0.99,1,34,
Abrir A Porta,34,1,7,Vários,271960,8991141,0.99,1,34,
Alice,34,1,7,Vários,165982,5594341,0.99,0,34,
Momentos Que Marcam,34,1,7,Vários,280137,9313740,0.99,1,34,
Um Jantar Pra Dois,34,1,7,Vários,237714,7819755,0.99,1,34,
Bumbo Da Mangueira,34,1,7,Vários,270158,9073350,0.99,2,34,
Mr Funk Samba,34,1,7,Vários,213890,7102545,0.99,0,34,
Santo Antonio,34,1,7,Vários,162716,5492069,0.99,1,34,
Por Você,34,1,7,Vários,205557,6792493,0.99,0,34,
Só Tinha De Ser Com Você,34,1,7,Vários,389642,13085596,0.99,2,34,
Free Speech For The Dumb,35,1,3,Molaney/Morris/Roberts/Wainwright,155428,5076048,0.99,0,35,
It's Electric,35,1,3,Harris/Tatler,213995,6978601,0.99,0,35,
Sabbra Cadabra,35,1,3,Black Sabbath,380342,12418147,0.99,0,35,
Turn The Page,35,1,3,Seger,366524,11946327,0.99,1,35,
Die Die My Darling,35,1,3,Danzig,149315,4867667,0.99,1,35,
Loverman,35,1,3,Cave,472764,15446975,0.99,0,35,
Mercyful Fate,35,1,3,Diamond/Shermann,671712,21942829,0.99,0,35,
Astronomy,35,1,3,A.Bouchard/J.Bouchard/S.Pearlman,397531,13065612,0.99,1,35,
Whiskey In The Jar,35,1,3,Traditional,305005,9943129,0.99,2,35,
Tuesday's Gone,35,1,3,Collins/Van Zandt,545750,17900787,0.99,1,35,
The More I See,35,1,3,Molaney/Morris/Roberts/Wainwright,287973,9378873,0.99,1,35,
A Kind Of Magic,36,1,1,Roger Taylor,262608,8689618,0.99,1,36,
Under Pressure,36,1,1,Queen & David Bowie,236617,7739042,0.99,1,36,
Radio GA GA,36,1,1,Roger Taylor,343745,11358573,0.99,1,36,
I Want It All,36,1,1,Queen,241684,7876564,0.99,1,36,
I Want To Break Free,36,1,1,John Deacon,259108,8552861,0.99,1,36,
Innuendo,36,1,1,Queen,387761,12664591,0.99,1,36,
It's A Hard Life,36,1,1,Freddie Mercury,249417,8112242,0.99,1,36,
Breakthru,36,1,1,Queen,249234,8150479,0.99,1,36,
Who Wants To Live Forever,36,1,1,Brian May,297691,9577577,0.99,1,36,
Headlong,36,1,1,Queen,273057,8921404,0.99,1,36,
The Miracle,36,1,1,Queen,294974,9671923,0.99,0,36,
I'm Going Slightly Mad,36,1,1,Queen,248032,8192339,0.99,2,36,
The Invisible Man,36,1,1,Queen,238994,7920353,0.99,1,36,
Hammer To Fall,36,1,1,Brian May,220316,7255404,0.99,0,36,
Friends Will Be Friends,36,1,1,Freddie Mercury & John Deacon,248920,8114582,0.99,0,36,
The Show Must Go On,36,1,1,Queen,263784,8526760,0.99,1,36,
One Vision,36,1,1,Queen,242599,7936928,0.99,0,36,
Detroit Rock City,37,1,1,"Paul Stanley, B. Ezrin",218880,7146372,0.99,0,37,
Black Diamond,37,1,1,Paul Stanley,314148,10266007,0.99,1,37,
Hard Luck Woman,37,1,1,Paul Stanley,216032,7109267,0.99,1,37,
Sure Know Something,37,1,1,"Paul Stanley, Vincent Poncia",242468,7939886,0.99,2,37,
Love Gun,37,1,1,Paul Stanley,196257,6424915,0.99,1,37,
Deuce,37,1,1,Gene Simmons,185077,6097210,0.99,1,37,
Goin' Blind,37,1,1,"Gene Simmons, S. Coronel",216215,7045314,0.99,1,37,
Shock Me,37,1,1,Ace Frehley,227291,7529336,0.99,2,37,
Do You Love Me,37,1,1,"Paul Stanley, B. Ezrin, K. Fowley",214987,6976194,0.99,0,37,
She,37,1,1,"Gene Simmons, S. Coronel",248346,8229734,0.99,1,37,
I Was Made For Loving You,37,1,1,"Paul Stanley, Vincent Poncia, Desmond Child",271360,9018078,0.99,1,37,
Shout It Out Loud,37,1,1,"Paul Stanley, Gene Simmons, B. Ezrin",219742,7194424,0.99,1,37,
God Of Thunder,37,1,1,Paul Stanley,255791,8309077,0.99,1,37,
Calling Dr. Love,37,1,1,Gene Simmons,225332,7395034,0.99,2,37,
Beth,37,1,1,"S. Penridge, Bob Ezrin, Peter Criss",166974,5360574,0.99,1,37,
Strutter,37,1,1,"Paul Stanley, Gene Simmons",192496,6317021,0.99,1,37,
Rock And Roll All Nite,37,1,1,"Paul Stanley, Gene Simmons",173609,5735902,0.99,0,37,
Cold Gin,37,1,1,Ace Frehley,262243,8609783,0.99,1,37,
Plaster Caster,37,1,1,Gene Simmons,207333,6801116,0.99,1,37,
God Gave Rock 'n' Roll To You,37,1,1,"Paul Stanley, Gene Simmons, Rus Ballard, Bob Ezrin",320444,10441590,0.99,1,37,
Heart of the Night,38,1,2,,273737,9098263,0.99,0,38,
De La Luz,38,1,2,,315219,10518284,0.99,1,38,
Westwood Moon,38,1,2,,295627,9765802,0.99,0,38,
Midnight,38,1,2,,266866,8851060,0.99,0,38,
Playtime,38,1,2,,273580,9070880,0.99,1,38,
Surrender,38,1,2,,287634,9422926,0.99,2,38,
Valentino's,38,1,2,,296124,9848545,0.99,1,38,
Believe,38,1,2,,310778,10317185,0.99,1,38,
As We Sleep,38,1,2,,316865,10429398,0.99,1,38,
When Evening Falls,38,1,2,,298135,9863942,0.99,1,38,
J Squared,38,1,2,,288757,9480777,0.99,2,38,
Best Thing,38,1,2,,274259,9069394,0.99,1,38,
Maria,39,1,4,Billie Joe Armstrong -Words Green Day -Music,167262,5484747,0.99,1,39,
Poprocks And Coke,39,1,4,Billie Joe Armstrong -Words Green Day -Music,158354,5243078,0.99,1,39,
Longview,39,1,4,Billie Joe Armstrong -Words Green Day -Music,234083,7714939,0.99,1,39,
Welcome To Paradise,39,1,4,Billie Joe Armstrong -Words Green Day -Music,224208,7406008,0.99,0,39,
Basket Case,39,1,4,Billie Joe Armstrong -Words Green Day -Music,181629,5951736,0.99,2,39,
When I Come Around,39,1,4,Billie Joe Armstrong -Words Green Day -Music,178364,5839426,0.99,2,39,
She,39,1,4,Billie Joe Armstrong -Words Green Day -Music,134164,4425128,0.99,1,39,
J.A.R. (Jason Andrew Relva),39,1,4,Mike Dirnt -Words Green Day -Music,170997,5645755,0.99,0,39,
Geek Stink Breath,39,1,4,Billie Joe Armstrong -Words Green Day -Music,135888,4408983,0.99,1,39,
Brain Stew,39,1,4,Billie Joe Armstrong -Words Green Day -Music,193149,6305550,0.99,1,39,
Jaded,39,1,4,Billie Joe Armstrong -Words Green Day -Music,90331,2950224,0.99,1,39,
Walking Contradiction,39,1,4,Billie Joe Armstrong -Words Green Day -Music,151170,4932366,0.99,1,39,
Stuck With Me,39,1,4,Billie Joe Armstrong -Words Green Day -Music,135523,4431357,0.99,1,39,
Hitchin' A Ride,39,1,4,Billie Joe Armstrong -Words Green Day -Music,171546,5616891,0.99,0,39,
Good Riddance (Time Of Your Life),39,1,4,Billie Joe Armstrong -Words Green Day -Music,153600,5075241,0.99,0,39,
Redundant,39,1,4,Billie Joe Armstrong -Words Green Day -Music,198164,6481753,0.99,1,39,
Nice Guys Finish Last,39,1,4,Billie Joe Armstrong -Words Green Day -Music,170187,5604618,0.99,2,39,
Minority,39,1,4,Billie Joe Armstrong -Words Green Day -Music,168803,5535061,0.99,1,39,
Warning,39,1,4,Billie Joe Armstrong -Words Green Day -Music,221910,7343176,0.99,0,39,
Waiting,39,1,4,Billie Joe Armstrong -Words Green Day -Music,192757,6316430,0.99,0,39,
Macy's Day Parade,39,1,4,Billie Joe Armstrong -Words Green Day -Music,213420,7075573,0.99,1,39,
Into The Light,40,1,1,David Coverdale,76303,2452653,0.99,1,40,
River Song,40,1,1,David Coverdale,439510,14359478,0.99,1,40,
She Give Me ...,40,1,1,David Coverdale,252551,8385478,0.99,0,40,
Don't You Cry,40,1,1,David Coverdale,347036,11269612,0.99,1,40,
Love Is Blind,40,1,1,David Coverdale/Earl Slick,344999,11409720,0.99,0,40,
Slave,40,1,1,David Coverdale/Earl Slick,291892,9425200,0.99,1,40,
Cry For Love,40,1,1,Bossi/David Coverdale/Earl Slick,293015,9567075,0.99,1,40,
Living On Love,40,1,1,Bossi/David Coverdale/Earl Slick,391549,12785876,0.99,2,40,
Midnight Blue,40,1,1,David Coverdale/Earl Slick,298631,9750990,0.99,0,40,
Too Many Tears,40,1,1,Adrian Vanderberg/David Coverdale,359497,11810238,0.99,0,40,
Don't Lie To Me,40,1,1,David Coverdale/Earl Slick,283585,9288007,0.99,0,40,
Wherever You May Go,40,1,1,David Coverdale,239699,7803074,0.99,1,40,
Grito De Alerta,41,1,7,Gonzaga Jr.,202213,6539422,0.99,1,41,
Não Dá Mais Pra Segurar (Explode Coração),41,1,7,,219768,7083012,0.99,1,41,
Começaria Tudo Outra Vez,41,1,7,,196545,6473395,0.99,1,41,
O Que É O Que É ?,41,1,7,,259291,8650647,0.99,0,41,
Sangrando,41,1,7,Gonzaga Jr/Gonzaguinha,169717,5494406,0.99,0,41,
"Diga Lá, Coração",41,1,7,,255921,8280636,0.99,1,41,
Lindo Lago Do Amor,41,1,7,Gonzaga Jr.,249678,8353191,0.99,1,41,
Eu Apenas Queria Que Voçê Soubesse,41,1,7,,155637,5130056,0.99,1,41,
Com A Perna No Mundo,41,1,7,Gonzaga Jr.,227448,7747108,0.99,0,41,
E Vamos À Luta,41,1,7,,222406,7585112,0.99,0,41,
Um Homem Também Chora (Guerreiro Menino),41,1,7,,207229,6854219,0.99,0,41,
Comportamento Geral,41,1,7,Gonzaga Jr,181577,5997444,0.99,2,41,
Ponto De Interrogação,41,1,7,,180950,5946265,0.99,1,41,
"Espere Por Mim, Morena",41,1,7,Gonzaguinha,207072,6796523,0.99,0,41,
Meia-Lua Inteira,23,1,7,,222093,7466288,0.99,0,23,
Voce e Linda,23,1,7,,242938,8050268,0.99,0,23,
Um Indio,23,1,7,,195944,6453213,0.99,1,23,
Podres Poderes,23,1,7,,259761,8622495,0.99,1,23,
Voce Nao Entende Nada - Cotidiano,23,1,7,,421982,13885612,0.99,1,23,
O Estrangeiro,23,1,7,,374700,12472890,0.99,0,23,
Menino Do Rio,23,1,7,,147670,4862277,0.99,1,23,
Qualquer Coisa,23,1,7,,193410,6372433,0.99,0,23,
Sampa,23,1,7,,185051,6151831,0.99,0,23,
Queixa,23,1,7,,299676,9953962,0.99,1,23,
O Leaozinho,23,1,7,,184398,6098150,0.99,1,23,
Fora Da Ordem,23,1,7,,354011,11746781,0.99,1,23,
Terra,23,1,7,,401319,13224055,0.99,0,23,
"Alegria, Alegria",23,1,7,,169221,5497025,0.99,0,23,
Balada Do Louco,42,1,4,Arnaldo Baptista - Rita Lee,241057,7852328,0.99,0,42,
Ando Meio Desligado,42,1,4,Arnaldo Baptista - Rita Lee -  Sérgio Dias,287817,9484504,0.99,2,42,
Top Top,42,1,4,Os Mutantes - Arnolpho Lima Filho,146938,4875374,0.99,1,42,
Baby,42,1,4,Caetano Veloso,177188,5798202,0.99,0,42,
A E O Z,42,1,4,Mutantes,518556,16873005,0.99,0,42,
Panis Et Circenses,42,1,4,Caetano Veloso - Gilberto Gil,125152,4069688,0.99,0,42,
Chão De Estrelas,42,1,4,Orestes Barbosa-Sílvio Caldas,284813,9433620,0.99,1,42,
Vida De Cachorro,42,1,4,Rita Lee - Arnaldo Baptista - Sérgio Baptista,195186,6411149,0.99,1,42,
Bat Macumba,42,1,4,Gilberto Gil - Caetano Veloso,187794,6295223,0.99,0,42,
Desculpe Babe,42,1,4,Arnaldo Baptista - Rita Lee,170422,5637959,0.99,0,42,
Rita Lee,42,1,4,Arnaldo Baptista/Rita Lee/Sérgio Dias,189257,6270503,0.99,1,42,
"Posso Perder Minha Mulher, Minha Mãe, Desde Que Eu Tenha O Rock And Roll",42,1,4,Arnaldo Baptista - Rita Lee - Arnolpho Lima Filho,222955,7346254,0.99,1,42,
Banho De Lua,42,1,4,B. de Filippi - F. Migliaci - Versão: Fred Jorge,221831,7232123,0.99,0,42,
Meu Refrigerador Não Funciona,42,1,4,Arnaldo Baptista - Rita Lee - Sérgio Dias,382981,12495906,0.99,1,42,
Burn,43,1,1,Coverdale/Lord/Paice,453955,14775708,0.99,0,43,
Stormbringer,43,1,1,Coverdale,277133,9050022,0.99,1,43,
Gypsy,43,1,1,Coverdale/Hughes/Lord/Paice,339173,11046952,0.99,0,43,
Lady Double Dealer,43,1,1,Coverdale,233586,7608759,0.99,0,43,
Mistreated,43,1,1,Coverdale,758648,24596235,0.99,0,43,
Smoke On The Water,43,1,1,Gillan/Glover/Lord/Paice,618031,20103125,0.99,2,43,
You Fool No One,43,1,1,Coverdale/Lord/Paice,804101,26369966,0.99,1,43,
Custard Pie,44,1,1,Jimmy Page/Robert Plant,253962,8348257,0.99,0,44,
The Rover,44,1,1,Jimmy Page/Robert Plant,337084,11011286,0.99,0,44,
In My Time Of Dying,44,1,1,John Bonham/John Paul Jones,666017,21676727,0.99,0,44,
Houses Of The Holy,44,1,1,Jimmy Page/Robert Plant,242494,7972503,0.99,1,44,
Trampled Under Foot,44,1,1,John Paul Jones,336692,11154468,0.99,1,44,
Kashmir,44,1,1,John Bonham,508604,16686580,0.99,0,44,
Imperatriz,45,1,7,Guga/Marquinho Lessa/Tuninho Professor,339173,11348710,0.99,0,45,
Beija-Flor,45,1,7,Caruso/Cleber/Deo/Osmar,327000,10991159,0.99,1,45,
Viradouro,45,1,7,Dadinho/Gilbreto Gomes/Gustavo/P.C. Portugal/R. Mocoto,344320,11484362,0.99,1,45,
Mocidade,45,1,7,"Domenil/J. Brito/Joaozinho/Rap, Marcelo Do",261720,8817757,0.99,0,45,
Unidos Da Tijuca,45,1,7,"Douglas/Neves, Vicente Das/Silva, Gilmar L./Toninho Gentil/Wantuir",338834,11440689,0.99,0,45,
Salgueiro,45,1,7,"Augusto/Craig Negoescu/Rocco Filho/Saara, Ze Carlos Da",305920,10294741,0.99,0,45,
Mangueira,45,1,7,Bizuca/Clóvis Pê/Gilson Bernini/Marelo D'Aguia,298318,9999506,0.99,1,45,
União Da Ilha,45,1,7,"Dito/Djalma Falcao/Ilha, Almir Da/Márcio André",330945,11100945,0.99,1,45,
Grande Rio,45,1,7,Carlos Santos/Ciro/Claudio Russo/Zé Luiz,307252,10251428,0.99,0,45,
Portela,45,1,7,Flavio Bororo/Paulo Apparicio/Wagner Alves/Zeca Sereno,319608,10712216,0.99,0,45,
Caprichosos,45,1,7,Gule/Jorge 101/Lequinho/Luiz Piao,351320,11870956,0.99,1,45,
Tradição,45,1,7,Adalto Magalha/Lourenco,269165,9114880,0.99,1,45,
Império Serrano,45,1,7,Arlindo Cruz/Carlos Sena/Elmo Caetano/Mauricao,334942,11161196,0.99,0,45,
Tuiuti,45,1,7,"Claudio Martins/David Lima/Kleber Rodrigues/Livre, Cesare Som",259657,8749492,0.99,0,45,
(Da Le) Yaleo,46,1,1,Santana,353488,11769507,0.99,0,46,
Love Of My Life,46,1,1,Carlos Santana & Dave Matthews,347820,11634337,0.99,1,46,
Put Your Lights On,46,1,1,E. Shrody,285178,9394769,0.99,1,46,
Africa Bamba,46,1,1,"I. Toure, S. Tidiane Toure, Carlos Santana & K. Perazzo",282827,9492487,0.99,0,46,
Smooth,46,1,1,M. Itaal Shur & Rob Thomas,298161,9867455,0.99,0,46,
Do You Like The Way,46,1,1,L. Hill,354899,11741062,0.99,1,46,
Maria Maria,46,1,1,"W. Jean, J. Duplessis, Carlos Santana, K. Perazzo & R. Rekow",262635,8664601,0.99,1,46,
Migra,46,1,1,"R. Taha, Carlos Santana & T. Lindsay",329064,10963305,0.99,0,46,
Corazon Espinado,46,1,1,F. Olivera,276114,9206802,0.99,0,46,
Wishing It Was,46,1,1,"Eale-Eye Cherry, M. Simpson, J. King & M. Nishita",292832,9771348,0.99,0,46,
El Farol,46,1,1,Carlos Santana & KC Porter,291160,9599353,0.99,1,46,
Primavera,46,1,1,KC Porter & JB Eckl,378618,12504234,0.99,1,46,
The Calling,46,1,1,Carlos Santana & C. Thompson,747755,24703884,0.99,0,46,
Solução,47,1,7,,247431,8100449,0.99,0,47,
Manuel,47,1,7,,230269,7677671,0.99,1,47,
Entre E Ouça,47,1,7,,286302,9391004,0.99,1,47,
Um Contrato Com Deus,47,1,7,,202501,6636465,0.99,0,47,
Um Jantar Pra Dois,47,1,7,,244009,8021589,0.99,0,47,
Vamos Dançar,47,1,7,,226194,7617432,0.99,0,47,
Um Love,47,1,7,,181603,6095524,0.99,1,47,
Seis Da Tarde,47,1,7,,238445,7935898,0.99,1,47,
Baixo Rio,47,1,7,,198008,6521676,0.99,0,47,
Sombras Do Meu Destino,47,1,7,,280685,9161539,0.99,0,47,
Do You Have Other Loves?,47,1,7,,295235,9604273,0.99,1,47,
Agora Que O Dia Acordou,47,1,7,,323213,10572752,0.99,1,47,
Já!!!,47,1,7,,217782,7103608,0.99,0,47,
A Rua,47,1,7,,238027,7930264,0.99,0,47,
Now's The Time,48,1,2,Miles Davis,197459,6358868,0.99,0,48,
Jeru,48,1,2,Miles Davis,193410,6222536,0.99,1,48,
Compulsion,48,1,2,Miles Davis,345025,11254474,0.99,1,48,
Tempus Fugit,48,1,2,Miles Davis,231784,7548434,0.99,0,48,
Walkin',48,1,2,Miles Davis,807392,26411634,0.99,0,48,
'Round Midnight,48,1,2,Miles Davis,357459,11590284,0.99,1,48,
Bye Bye Blackbird,48,1,2,Miles Davis,476003,15549224,0.99,1,48,
New Rhumba,48,1,2,Miles Davis,277968,9018024,0.99,0,48,
Generique,48,1,2,Miles Davis,168777,5437017,0.99,0,48,
Summertime,48,1,2,Miles Davis,200437,6461370,0.99,0,48,
So What,48,1,2,Miles Davis,564009,18360449,0.99,1,48,
The Pan Piper,48,1,2,Miles Davis,233769,7593713,0.99,1,48,
Someday My Prince Will Come,48,1,2,Miles Davis,544078,17890773,0.99,0,48,
My Funny Valentine (Live),49,1,2,Miles Davis,907520,29416781,0.99,0,49,
E.S.P.,49,1,2,Miles Davis,330684,11079866,0.99,1,49,
Nefertiti,49,1,2,Miles Davis,473495,15478450,0.99,1,49,
Petits Machins (Little Stuff),49,1,2,Miles Davis,487392,16131272,0.99,0,49,
Miles Runs The Voodoo Down,49,1,2,Miles Davis,843964,27967919,0.99,0,49,
Little Church (Live),49,1,2,Miles Davis,196101,6273225,0.99,0,49,
Black Satin,49,1,2,Miles Davis,316682,10529483,0.99,1,49,
Jean Pierre (Live),49,1,2,Miles Davis,243461,7955114,0.99,1,49,
Time After Time,49,1,2,Miles Davis,220734,7292197,0.99,0,49,
Portia,49,1,2,Miles Davis,378775,12520126,0.99,0,49,
Space Truckin',50,1,1,Blackmore/Gillan/Glover/Lord/Paice,1196094,39267613,0.99,0,50,
Going Down / Highway Star,50,1,1,Gillan/Glover/Lord/Nix - Blackmore/Paice,913658,29846063,0.99,1,50,
Mistreated (Alternate Version),50,1,1,Blackmore/Coverdale,854700,27775442,0.99,0,50,
You Fool No One (Alternate Version),50,1,1,Blackmore/Coverdale/Lord/Paice,763924,24887209,0.99,0,50,
Jeepers Creepers,51,1,2,,185965,5991903,0.99,0,51,
Blue Rythm Fantasy,51,1,2,,348212,11204006,0.99,2,51,
Drum Boogie,51,1,2,,191555,6185636,0.99,2,51,
Let Me Off Uptown,51,1,2,,187637,6034685,0.99,1,51,
Leave Us Leap,51,1,2,,182726,5898810,0.99,0,51,
Opus No.1,51,1,2,,179800,5846041,0.99,1,51,
Boogie Blues,51,1,2,,204199,6603153,0.99,1,51,
How High The Moon,51,1,2,,201430,6529487,0.99,1,51,
Disc Jockey Jump,51,1,2,,193149,6260820,0.99,0,51,
Up An' Atom,51,1,2,,179565,5822645,0.99,1,51,
Bop Boogie,51,1,2,,189596,6093124,0.99,1,51,
Lemon Drop,51,1,2,,194089,6287531,0.99,2,51,
Coronation Drop,51,1,2,,176222,5899898,0.99,0,51,
Overtime,51,1,2,,163030,5432236,0.99,1,51,
Imagination,51,1,2,,289306,9444385,0.99,0,51,
Don't Take Your Love From Me,51,1,2,,282331,9244238,0.99,2,51,
Midget,51,1,2,,217025,7257663,0.99,0,51,
I'm Coming Virginia,51,1,2,,280163,9209827,0.99,0,51,
Payin' Them Dues Blues,51,1,2,,198556,6536918,0.99,0,51,
Jungle Drums,51,1,2,,199627,6546063,0.99,1,51,
Showcase,51,1,2,,201560,6697510,0.99,1,51,
Swedish Schnapps,51,1,2,,191268,6359750,0.99,0,51,
Samba Da Bênção,52,1,11,,409965,13490008,0.99,0,52,
Pot-Pourri N.º 4,52,1,11,,392437,13125975,0.99,1,52,
Onde Anda Você,52,1,11,,168437,5550356,0.99,2,52,
Samba Da Volta,52,1,11,,170631,5676090,0.99,1,52,
Canto De Ossanha,52,1,11,,204956,6771624,0.99,1,52,
Pot-Pourri N.º 5,52,1,11,,219898,7117769,0.99,1,52,
Formosa,52,1,11,,137482,4560873,0.99,1,52,
Como É Duro Trabalhar,52,1,11,,226168,7541177,0.99,1,52,
Minha Namorada,52,1,11,,244297,7927967,0.99,1,52,
Por Que Será,52,1,11,,162142,5371483,0.99,1,52,
Berimbau,52,1,11,,190667,6335548,0.99,1,52,
Deixa,52,1,11,,179826,5932799,0.99,1,52,
